gene	logFC	fdr	betweenness	source_node_score	step_1	step_2	nbh_score	score
ZNF33B	0	3.8906558876584	26574.8512333299	0	7615194.06071825	70101039.129292	1.51873487829183	0.00509888832559638
BMPR1A	0	3.91774195660241	16534.8050475627	0	19031186.3981516	58640014.0617928	1.51810117287451	0.00509676076982584
OTUD7B	0	6.86228763391176	2339.08662521412	0	22390878.3356888	55225849.5042698	1.51733449082675	0.00509418676813623
MPP6	0	5.97245598790887	1983.20226785035	0	5455242.10935637	72156267.7359347	1.51726104157036	0.00509394017502689
MARCKS	0	5.69280039966489	898.927289391424	0	23805868.233686	53788285.628918	1.51701672627103	0.00509311992888299
SMAD3	0	4.91404574853003	7843.29578705442	0	7788945.75685654	69794182.0197608	1.51686150720468	0.00509259880785216
TGFBR3	0	4.55521842704915	1652.68028130822	0	20377463.289172	57092212.219315	1.51526403076808	0.00508723555843358
MYBL2	0	9.27053389883402	19396.7920034351	0	3974410.7531935	73460332.4358243	1.51477203076804	0.00508558375396639
EPHB2	0	3.03119107411764	1591.68906565123	0	9255010.75878244	68162109.3096226	1.51452379649065	0.00508475035053499
ALDH18A1	0	2.84689671753473	1937.31610301217	0	2493611.14393471	74875126.0492243	1.51384220768202	0.00508246203460253
TXLNG	0	3.09160387236078	1229.31161781353	0	7125799.71078012	70089918.0580928	1.51168577615708	0.00507522219064779
CSE1L	0	2.8832437499239	1401.76431324884	0	19511459.2517518	57688428.4813986	1.51146262257731	0.00507447299129838
MAD2L1	0	7.83935251373236	3643.24577530077	0	17567546.6907847	59563242.0928119	1.51048839525547	0.0050712021924323
LINC02210	0	2.92984085945428	1279.27999288922	0	7794332.54714481	69319239.4498723	1.51024561745499	0.00507038710817349
ABCA1	0	3.04226930398437	2407.67724568553	0	10511120.5798169	66572903.4043242	1.50982891886976	0.00506898811511561
SPTBN1	0	4.42876976833969	2155.84039518756	0	7020832.42106339	70055907.1569336	1.5097261842202	0.00506864320138985
RRAS2	0	8.47663930659089	2544.09590918471	0	20014062.9490856	57033391.6226476	1.50931313960962	0.00506725647591661
GAS5	0	5.24802546151367	1166.29109755215	0	5148121.16731299	71877218.9040328	1.50900120086088	0.0050662091957975
MCM6	0	3.12614090769275	4665.84825169094	0	18997871.425379	58002549.8092193	1.50864967516163	0.00506502900937413
BTBD11	0	4.71320066412504	1805.37453928989	0	21910751.6506908	55088463.9261864	1.50863266635001	0.00506497190524604
BUB1	0	7.66805441466101	4599.13121327928	0	16834365.0210276	60083863.5326311	1.50748997143761	0.00506113550573233
ENSG00000204789	0	3.50890034505618	968.76333749481	0	20469454.5631424	56436023.5851475	1.50731003757067	0.00506053140905514
MAP3K9	0	5.46031287534745	1313.31332187349	0	2776634.96355809	74114339.9232602	1.50710535722492	0.00505984423037745
MFGE8	0	3.75145114063923	320.802771010577	0	20553311.3486398	56313930.7038214	1.50677039926266	0.00505871966725075
ZNF367	0	8.05123302596734	23729.5180237873	0	2821658.87980489	74033296.3351809	1.50659697522328	0.00505813742618789
VCAN	0	6.63016596353295	1399.42393636966	0	9053006.95202212	67627165.376511	1.50412913988858	0.00504985209807863
PTGS2	0	3.5165860751817	458.405151783698	0	20983301.5543419	55599325.9350973	1.50275117739366	0.00504522582855727
APBB1	0	5.11996965943341	2934.0312291249	0	21946250.1758623	54629218.2875209	1.50265002640645	0.00504488623170257
NDC80	0	7.74353903694416	3760.84432969271	0	4062867.53783142	72511712.1871442	1.5026374690992	0.00504484407272654
MCM2	0	6.85163361933374	1852.66572074721	0	17348023.0790782	59149845.1633604	1.50155343092187	0.00504120460300348
GINS1	0	3.21746959754799	3476.57621899205	0	20341641.3602221	56151732.5655309	1.50148991064452	0.00504099134471512
LCLAT1	0	3.46608172427159	789.228351881776	0	4491955.04909266	71967713.2796557	1.50101350038852	0.00503939188010335
BAG2	0	4.76054241571801	1043.38918934554	0	21014698.4824242	55364176.776839	1.49987129489357	0.0050355571237236
SLC41A1	0	6.09847908729985	1939.54884576576	0	3748053.71252904	72557683.7407618	1.49883702333638	0.00503208473677589
RBFOX2	0	8.81170422259548	12277.0509744175	0	5093060.72293045	71192680.1017169	1.4985541945449	0.00503113518827756
FAM72A	0	3.48839639254517	196.425856774969	0	28645826.7180795	47549387.5107816	1.49727354254278	0.00502683562181862
SLC9B2	0	4.21182568905881	1542.33055743411	0	18625474.418697	57562015.9216041	1.4971642553418	0.00502646870904063
ADAMTS6	0	4.24059817813052	933.24394447883	0	3959559.85094705	72188973.1360306	1.4966129908712	0.00502461793441654
MYBL1	0	6.58689553601888	23712.5015255654	0	5470453.06447238	70672602.4367512	1.49653547559755	0.0050243576903611
LTBP2	0	4.1775877128227	397.103769466927	0	19296059.8056289	56823633.4123088	1.49620484401063	0.0050232476522875
ADM	0	3.02095187662493	485.090049898021	0	20872285.5225656	55216374.6147627	1.49576560855448	0.00502177299560345
DTX3	0	4.71435060110483	1797.14956146153	0	6411670.43367754	69621953.5275437	1.49498651514966	0.00501915732494019
FUT8	0	4.09009384308708	2521.11002070291	0	3227848.70253588	72798344.9384481	1.49488131926681	0.0050188041480516
HELLS	0	6.55938235732693	3666.36944868155	0	1412380.06061807	74554772.2867484	1.49404533088522	0.00501599746239489
EPB41L5	0	3.90080332177604	393.713532013439	0	19975889.1252501	55971336.4944039	1.4937631396327	0.00501505005432279
RACGAP1	0	4.58956058223506	1526.24047923419	0	4329161.27711629	71557808.7317677	1.49290970699098	0.00501218480259534
CSRP2	0	4.30008896331	1430.28551517878	0	5959395.8588288	69913353.4791481	1.49270826430974	0.00501150849381341
KIF22	0	5.42665878563165	1963.95808227693	0	5883285.69806096	69957024.180781	1.49224870411825	0.00500996560036386
CDHR3	0	3.3450359730399	480.159779706185	0	6921663.1825665	68864265.9618431	1.491478184913	0.00500737871608506
DTL	0	7.86360795650354	5021.45899218307	0	427309.316808277	75165158.3732582	1.48873577865757	0.00499817156384296
CXCL2	0	3.67021070985218	710.896678109717	0	6070770.28748557	69476096.412019	1.48808907733945	0.00499600037659478
RBPMS	0	4.68385787147246	15218.3020491394	0	5497512.26955566	70031013.0648207	1.4878289340816	0.00499512699083179
GRIP1	0	5.59999035726638	3336.63227677464	0	4101905.2452334	71409024.0868417	1.48757934599339	0.00499428904221591
ZCCHC24	0	3.90776725503281	203.330532092131	0	6361237.20790942	69106135.4106899	1.48696145169564	0.0049922145695306
OXCT1	0	4.20730777008513	2828.46740871914	0	16694343.5652442	58716513.0501123	1.48615956843939	0.00498952238590315
MAP9	0	7.76417519693887	1395.55223691069	0	1114518.78513897	74295611.3147738	1.48614925910351	0.00498948777410018
PAWR	0	6.59001562457232	7774.28268447085	0	3217036.15635653	72167361.1748919	1.48578409028391	0.00498826178327204
KANK2	0	6.79412164689109	351.171450080675	0	21034583.4815345	54347220.8693669	1.48574729185833	0.00498813823895548
TSHZ2	0	2.91570335683393	9709.75691951326	0	18713064.507575	56488850.5327655	1.48319351668194	0.00497956438276819
KIF2C	0	8.92591622299252	3227.55972692128	0	16599235.0825148	58540394.2900255	1.48230888783876	0.00497659439521772
NAMPT	0	3.18555487276662	2467.24937272341	0	4037369.32157422	71066007.8302116	1.48179391146967	0.00497486545158586
CXCL3	0	2.89526432883024	175.306039391993	0	3875487.93206069	71186427.4728939	1.4812048465112	0.00497288776839529
SH3RF1	0	2.92302288085112	342.383171849763	0	22561656.1809258	52324569.2339997	1.47870773119894	0.00496450413785162
MYO1B	0	3.61683375720887	53.1998068302029	0	17223828.5089905	57661737.0441749	1.47869834936839	0.00496447263998656
CADM1	0	5.224390544746	2156.32679819525	0	2940595.30269467	71860782.5948219	1.47750119005701	0.00496045338572178
CAND2	0	3.52658100290588	1099.00323869945	0	3579970.36652178	71183313.6204323	1.47695936579254	0.00495863430494861
PCGF2	0	3.23227405315574	11847.9311349307	0	7853903.20309336	66908596.8351459	1.47694821457848	0.00495859686668602
RNF157	0	5.50387778820022	1479.55788678924	0	3694463.27494623	70960558.4425468	1.47541908794932	0.00495346308986344
GDF11	0	4.63535698162565	396.600400874467	0	18910137.2063832	55691493.6818745	1.47465925134481	0.00495091207055952
ADAMTS4	0	3.56002787401048	405.316572030147	0	3171678.2637775	71401916.2689329	1.47426018835493	0.00494957228594711
CCDC138	0	3.24291713732156	1707.11420390534	0	3182542.35790818	71356730.8079641	1.47377160878277	0.00494793196497191
SLC25A4	0	3.8895589632313	755.301842102728	0	2017543.56208907	72498973.566291	1.4734476319767	0.00494684426916807
CENPI	0	6.11455190694074	1795.75601046767	0	1593672.5497776	72855573.0894515	1.47248972842337	0.00494362827451693
SV2A	0	7.7542926911952	274.010677434203	0	4122855.5819688	70281555.6741044	1.47185118053204	0.00494148446098173
DPP4	0	3.07103366064856	1516.27241802511	0	17874972.0293333	56522796.8258817	1.47175656783787	0.00494116681530923
SNX25	0	3.62337295459711	1372.97044528173	0	2742478.70237771	71654260.2533219	1.47174189799535	0.00494111756386331
CMSS1	0	5.0166161112976	1143.23212979344	0	18963191.2385288	55365389.4224703	1.47077092786666	0.00493785770045694
GKAP1	0	3.10725218797487	176.825838859093	0	8955394.45056234	65359715.7100872	1.4705790001804	0.0049372133366165
ABCB1	0	2.92322683254603	450.924964773867	0	19183020.8599768	55118788.5138606	1.4703894810159	0.00493657705896912
SUSD4	0	4.52457559994834	309.816953599379	0	19247875.1813675	55043709.0447812	1.4702437793093	0.00493608789081909
SH3BP4	0	6.48636018590008	1049.50176854837	0	6773648.67357593	67458487.4959713	1.46939657191269	0.00493324353926984
RADX	0	3.71085877222065	1463.95558241534	0	2028732.34042053	72199063.123449	1.46933470411689	0.00493303582890103
BEX2	0	3.74010694353694	641.178523726983	0	1381608.92100276	72704102.8953015	1.46730903547655	0.00492623499859852
HPSE	0	3.04822951192427	431.149363877631	0	5658367.56887462	68406320.2494855	1.46700920665478	0.00492522837545391
SAMD12	0	3.45080739345188	335.060482365414	0	3874040.06801901	70098314.5353488	1.4656921358953	0.00492080653934844
NCKAP1	0	7.56983268063606	893.865949828749	0	3108619.67096812	70829705.8581734	1.46520661815288	0.00491917649793431
NT5DC2	0	3.58025472026698	982.451516030619	0	19951119.22613	53845459.1264552	1.46318353380545	0.00491238434394598
CDC14B	0	3.28394424577713	1293.5849188817	0	21462109.2631966	52311340.2587776	1.46285332473741	0.00491127572440604
SPAG16	0	2.85843520941973	378.34130182725	0	3055183.83510594	70695836.4725459	1.46253307637092	0.00491020054618992
KIAA1671	0	5.2461944921384	1731.93774944456	0	3327753.23997367	70357335.1040965	1.46159152997649	0.00490703946785612
NECTIN3	0	7.88838860553479	564.959531769125	0	19178835.9931158	54483094.8656653	1.46126077179228	0.00490592900475413
YES1	0	9.9300846405942	910.040920881557	0	2967583.10921573	70688300.0355927	1.46117438754637	0.00490563898466618
RAD51AP1	0	5.20239022259019	1113.63561105908	0	18042668.3542431	55599755.3930769	1.46098212927917	0.00490499351095765
ZFYVE9	0	5.15907987715521	1055.02622294635	0	18124471.6724484	55511281.2443125	1.46088683739114	0.00490467358500987
CHN1	0	4.28793454740866	123.991406176149	0	16515926.9278185	57052194.4232165	1.45992059335574	0.00490142958864012
FKBP9	0	3.13270346141192	431.194044462672	0	6368593.18059671	67189585.4281315	1.45977852163058	0.0049009526075217
SLC6A8	0	4.78413792943637	895.053937852228	0	2826625.09724271	70690014.1457877	1.45918490797086	0.00489895965285745
OSBPL10	0	4.45675407931124	1361.82453028663	0	3753635.10184974	69736495.2770542	1.45880603692923	0.00489768765920097
UTP20	0	3.68612893823091	3687.69917726846	0	17746142.8107553	55710059.8410379	1.45832107789268	0.00489605949354467
CNTNAP1	0	4.19527165122982	640.181041154894	0	2538124.91103735	70862208.8097578	1.45752235712514	0.00489337792742327
BBX	0	4.01443528084539	5832.32986485946	0	2364022.90132604	71011217.2474523	1.4571635557089	0.00489217331404497
MYEF2	0	6.00748585997046	365.583421035519	0	3346173.80798293	69964522.5257511	1.45624051559429	0.00488907436732837
EPHA4	0	4.80472568368409	409.082817263335	0	2394866.64741916	70914030.0166442	1.45621477528622	0.00488898794871892
BRIP1	0	8.47393494696686	21725.912998966	0	3219075.20456508	69977687.3495531	1.45461059484597	0.00488360219177355
HOXB2	0	3.01098638030584	6055.67621818882	0	1420784.61869365	71753037.951745	1.4542823327651	0.00488250010890459
WDR76	0	6.1252441603501	3088.50331031825	0	17773753.1605581	55397643.2944859	1.45424761433017	0.004882383547795
CENPF	0	7.88101298333751	2740.39186970036	0	4551973.96068498	68530935.8009076	1.45298112300844	0.00487813152335866
SNHG16	0	3.13738158167017	200.063632254949	0	17111201.2719915	55943561.0009576	1.45257816397422	0.00487677865845469
USP53	0	8.83346994586157	660.97103516203	0	16833643.6099046	56211548.087762	1.45244114185727	0.00487631863051797
TMEM14A	0	3.43129619655623	359.914215532304	0	17136385.2585285	55810791.2877762	1.45103756750534	0.00487160637363927
IER3	0	4.08344200847842	174.862585195415	0	2625338.99900208	70279369.9287116	1.45042926842152	0.00486956411521664
NEO1	0	3.66307758653218	1128.80982573865	0	3045987.00603049	69844079.5963412	1.45021951119951	0.00486885989180948
MKI67	0	7.75439995431782	2138.3104015274	0	665926.27385982	72190020.4738647	1.44973068472783	0.00486721874191209
POLR1E	0	3.98235309047095	251.083846994916	0	8635651.92448439	64118057.3571873	1.4482655706531	0.00486229987611263
LTBP4	0	5.09076983163459	1058.70240961975	0	2568494.11175392	70159496.6659268	1.44789692090021	0.00486106219865611
CCDC136	0	5.4018350988744	492.028590311999	0	6477423.79463489	66203169.9940117	1.44721743551234	0.00485878094459318
TAF9B	0	3.76379601559778	6136.1431376709	0	3965156.89150596	68627817.6106686	1.44596099469353	0.00485456266297312
KLC2	0	3.16824316112143	2203.71994779928	0	3033166.68396394	69489023.7660057	1.44494565727535	0.00485115384410546
CXADR	0	5.28901754940162	817.015946084956	0	5152857.63615017	67319560.2121921	1.44423154522515	0.00484875633704352
GINS3	0	4.35297004267638	731.469176733002	0	17145273.3262092	55232564.057742	1.44287417418505	0.00484419919975196
PHLDB2	0	4.88791013138915	1431.67256364067	0	2588485.56347393	69777287.6670039	1.44270099984949	0.00484361779702624
CHIC1	0	6.94360259452754	3170.13650521577	0	2026891.04832793	70233427.4896187	1.44118691101087	0.00483853450697115
PCDH9	0	3.09754793505846	3765.03748033844	0	3849149.38017586	68390606.1807885	1.44089160151407	0.00483754305667444
HYKK	0	3.60960850430434	526.290756995476	0	19668874.392242	52557643.9243627	1.44070148604566	0.00483690477704037
EIF5A2	0	4.00733423386903	3253.81665918554	0	16678338.6242189	55534535.3392688	1.44050551340491	0.00483624683296842
PLAT	0	3.80764085416346	180.676818158557	0	18955192.8692789	53246306.4986327	1.44034213316818	0.00483569831222683
VPS13A	0	2.88004577158273	729.709177270638	0	2016289.33964601	70175743.4884975	1.44020615400366	0.00483524178582161
TTPAL	0	4.10041928414906	1144.47431931662	0	17831213.3840782	54331570.2531388	1.43978598155829	0.00483383112988221
TMEM67	0	3.24148279064323	686.293906986958	0	15705475.6027457	56447759.1147576	1.43964879845121	0.00483337056144912
EGLN3	0	3.34490174502856	1047.74596955244	0	2458370.79639973	69680514.5537189	1.43944264088222	0.00483267842325122
RTTN	0	3.11598890263196	2000.39042857512	0	3918533.80581637	68098006.5174049	1.43768444156019	0.00482677557468605
NHS	0	3.88781918927839	374.11286708886	0	19298491.475125	52669418.08976	1.43698534509222	0.00482442847983104
E2F5	0	2.93741208249186	5945.21287895455	0	3747879.28313127	68199912.1727141	1.43669609647603	0.00482345737788731
IL1B	0	2.98869302509177	537.750469443403	0	21536328.5297571	50306699.9193675	1.43518949755737	0.00481839923393638
ITPR3	0	4.93886946662468	555.690144963096	0	2663570.58470003	69163767.5530385	1.43496380193147	0.00481764150010905
TPX2	0	10.2489287399268	2983.24232597112	0	1778486.83597759	69973601.4970626	1.43388118715612	0.00481400680921066
PID1	0	3.85956820284453	97.5638991186721	0	20372023.5408211	51377477.1122292	1.43384395269557	0.00481388180098249
NAP1L3	0	3.37957369248113	1061.55168774873	0	1723564.51839066	69956323.8061218	1.43284215078514	0.00481051842522898
GPR19	0	3.91688680258177	185.001066407294	0	15939557.3248554	55713635.886221	1.43245790498574	0.00480922838675767
HIP1R	0	3.51040996929426	915.314433198601	0	2926812.94254539	68718323.1017332	1.43234192335927	0.00480883899860992
MBOAT2	0	5.15542330551431	587.138125463478	0	2743960.34079606	68669562.9842882	1.4290063319906	0.00479764033047384
ID3	0	3.64614693410417	7622.53854436006	0	3407327.15427128	67992550.0416482	1.42880971163683	0.00479698021181801
TPD52	0	3.07424571163094	1956.56778910827	0	2219929.39184199	69132399.119047	1.42812452383981	0.00479467981290772
SLC16A1	0	5.26372924848047	2662.4898999016	0	2437288.73270363	68740513.4755901	1.42560846189318	0.00478623257233301
PTTG1	0	7.56874687701889	13779.8272045172	0	2723901.50090944	68449222.3620359	1.42554099267943	0.00478600605617719
